Lambda,Policy,Total Latency (s),Total Latency std (s),Avg Inference Time (s),Inference Time std (s),Avg Device Queue Length,Avg Cloud Queue Length
0.8,Round Robin (Device/Cloud),0.12913551978690235,0.036982066112345044,0.12887088196658866,0.03670601173054953,8.946166936288836e-05,0.00012261769258053304
0.8,Stateless Threshold,0.1300106983092215,0.03909149742398231,0.12623870439063914,0.03407436254928452,0.00196245155265214,0.001060404679564831
0.8,HERO,0.12644056622794977,0.032082749626994894,0.12622545687811684,0.03185173010240265,0.00011583774971378839,5.654977013127401e-05
0.9,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.13553798843909118,0.03654420872277754,0.12700255050162848,0.02228383259387394,0.007695286548401675,0.0
0.9,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.14054346179211136,0.057687399591835754,0.13066989075311763,0.04671495846789816,0.0,0.008901706775111502
0.9,Round Robin 2x Device,0.12726873182214135,0.022710156706845893,0.1269910799622724,0.022289200863887793,0.0,0.0
0.9,Round Robin 2x Cloud,0.13123734028490763,0.04720795761194851,0.13084434157502559,0.046850348609749994,0.0,0.0
0.9,Round Robin (Device/Cloud),0.12919994245086874,0.03706085985899925,0.12886540268350927,0.03670779217597524,0.00012709495504894475,0.0001745157564229776
0.9,Stateless Threshold,0.13040518318785477,0.039606272385224635,0.12621502089063463,0.034079288680423724,0.0024773978901497067,0.0013003230038131797
0.9,HERO,0.12649824036943205,0.03226105050661485,0.12622802131800717,0.03196925188327219,0.0001642736069787188,7.934755868672798e-05
1.0,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.1366226477775597,0.03810912456683161,0.12699465147270533,0.0222879878350281,0.009644781509954754,0.0
1.0,Always Cloud (Llama-3-2-1B-Instruct (Open Router)),0.14180512576655552,0.0590670928323712,0.13066944094042657,0.04671408509215242,0.0,0.011155099386645405
1.0,Round Robin 2x Device,0.12732665484545755,0.022790583086416797,0.12698318093334923,0.022270004432844142,0.0,0.0
1.0,Round Robin 2x Cloud,0.13132723867248755,0.04729220256249437,0.13084389588242304,0.04685005677028066,0.0,0.0
1.0,Round Robin (Device/Cloud),0.12926916905671373,0.037138869143806354,0.12885659122856322,0.03670017318514157,0.00017526738247688876,0.00023802974792321276
1.0,Stateless Threshold,0.13098291274622903,0.04159792241012444,0.1263734491679947,0.03557801394577263,0.0024939924036277345,0.0021235073835095047
1.0,HERO,0.12662836842889066,0.03237647473762509,0.1262933422414839,0.032018703867642835,0.00022381701335304733,0.00011179327484336098
1.1,Always Device (Llama-3-2-1B-Instruct-ONNX (Desktop PC)),0.13775004744275132,0.03971045579613859,0.12699848726935709,0.02228328768634421,0.011847334227587361,0.0
